cuisine,cooking-technique,course,x,y,name,id
american,baking,Main Dishes,-0.10906,-0.19031,1-2-3 Jambalaya,1-2-3-Jambalaya-1440919
american,baking,Side Dishes,0.11187,0.26583,Acorn Squash With Maple Apple Stuffing,Acorn-Squash-With-Maple-Apple-Stuffing-Recipezaar
american,baking,Side Dishes,0.020034,-0.16505,All-American Squash Casserole With Crispy Potato Chip Topping,All_american-Squash-Casserole-With-Crispy-Potato-Chip-Topping-My-Recipes
american,baking,Desserts,0.25039,0.24964,Almond-Peach Crisp,Almond-Peach-Crisp-MyRecipes-249225
american,baking,Breads,0.2869,-0.10558,Amaranth Maple Cornbread,Amaranth-Maple-Cornbread-Recipezaar
american,baking,Main Dishes,-1.42E-05,0.24497,American Shepherd's Pie,American-Shepherd_s-Pie-Allrecipes
american,baking,Breads,0.32265,0.23921,Apple Bread,Apple-Bread-My-Recipes
american,baking,Desserts,0.16784,0.25839,Apple-Cranberry Cobbler,Apple-Cranberry-Cobbler-MyRecipes-218990
american,baking,Breads,0.28254,-0.054571,Apple-Ginger Muffins,Apple-Ginger-Muffins-MyRecipes-249644
american,baking,Desserts,0.25953,0.21335,Apple Pie with Cheddar Crust,Apple-Pie-with-Cheddar-Crust-Epicurious-54576
american,baking,Desserts,0.26988,0.24308,Apple Tart,Apple-Tart-MyRecipes-269160
american,baking,Desserts,0.21114,0.16763,Apple-Blueberry Cream Puff Sundaes,Apple_blueberry-Cream-Puff-Sundaes-My-Recipes
american,baking,Desserts,0.29748,0.10046,Apple-Oat Upside-Down Cake,Apple_oat-Upside_down-Cake-My-Recipes
american,baking,Main Dishes,0.084654,0.11209,Apple-Rosemary Roasted Turkey,Apple_rosemary-Roasted-Turkey-Recipezaar
american,baking,Desserts,0.25559,0.24915,Apricot Kugen,Apricot-Kugen-My-Recipes
american,baking,Desserts,0.28572,-0.019469,Apricot-Cheese Crescents,Apricot_cheese-Crescents-My-Recipes
american,baking,Appetizers,-0.022164,-0.14988,Artichoke Dip,Artichoke-Dip-Recipezaar_32
american,baking,Side Dishes,0.17003,-0.019449,Asparagus Casserole,Asparagus-Casserole-My-Recipes
american,baking,Desserts,0.2899,0.22187,Autumn-Apple Strudel,Autumn_apple-Strudel-My-Recipes
american,baking,Lunch|Appetizers,-0.10324,-0.21744,Bacon and Cheddar Toasts,Bacon-And-Cheddar-Toasts-Epicurious
american,baking,Side Dishes,-0.11352,0.24679,Bacon Zucchini and Cornbread Bake,Bacon_-Zucchini_-And-Cornbread-Bake-My-Recipes
american,baking,Side Dishes,-0.19509,-0.11319,Baked Beans Quintet,Baked-Beans-Quintet-Recipezaar
american,baking,Breakfast and Brunch,-0.096118,0.10706,Baked Cheese Grits,Baked-Cheese-Grits-Recipezaar
american,baking,Breakfast and Brunch,0.22223,-0.23791,Baked Eggs With Fresh Herbs and Goat Cheese,Baked-Eggs-With-Fresh-Herbs-And-Goat-Cheese-Recipezaar
american,baking,Side Dishes,0.18021,-0.27149,Baked Grits and Greens,Baked-Grits-and-Greens-MyRecipes-214197
american,baking,Side Dishes,-0.011244,-0.039606,Baked Macaroni with Spinach,Baked-Macaroni-With-Spinach-My-Recipes
american,baking,Lunch|Appetizers,-0.19289,-0.28089,Baked Pimiento Cheese,Baked-Pimiento-Cheese-Recipezaar
american,baking,Side Dishes,-0.13213,0.22351,Baked Sweet Onions,Baked-Sweet-Onions-My-Recipes
american,baking,Main Dishes,-0.20711,0.17219,Baked Ziti With Vegetables and Mushrooms,Baked-Ziti-With-Vegetables-And-Mushrooms-Recipezaar
american,baking,Breads|Desserts,0.35539,0.15261,Banana Bread with Nutella Streusel,Banana-Bread-with-Nutella-Streusel-1333825
american,baking,Desserts,0.30918,0.19185,Banana Layer Cake With Cream Cheese Frosting,Banana-Layer-Cake-With-Cream-Cheese-Frosting-Food_com-134126
american,baking,Desserts,0.29,0.19134,Bananas Foster Bread Pudding,Bananas-Foster-Bread-Pudding-My-Recipes
american,baking,Appetizers,0.0049555,-0.081857,Barbecue Bean Dip,Barbecue-Bean-Dip-My-Recipes
american,baking,Side Dishes,-0.0032938,-0.22881,Barbecue Scalloped Potatoes,Barbecue-Scalloped-Potatoes-My-Recipes
american,baking,Main Dishes,-0.0035732,-0.082919,Barbecued Chicken Pizza,Barbecued-Chicken-Pizza-My-Recipes
american,baking,Lunch|Side Dishes,0.036181,0.022441,Barbecue-Flavored Onion Rings (Baked),Barbecue_flavored-Onion-Rings-_baked_-Recipezaar
american,baking,Breads,0.23229,-0.036119,Basil Pesto-cheese Grits Bread,Basil-Pesto_cheese-Grits-Bread-My-Recipes
american,baking,Main Dishes,-0.03464,-0.28872,Beef Tenderloin With Henry Bain Sauce,Beef-Tenderloin-With-Henry-Bain-Sauce-Recipezaar_1
american,baking,Main Dishes,0.011367,-0.27234,Benne Seed Chicken,Benne-Seed-Chicken-My-Recipes_1
american,baking,Desserts,0.16441,0.23635,Berry Streusel Pie,Berry-Streusel-Pie-Food_com-167528
american,baking,Desserts,0.1843,0.27446,Black and Blue Cobbler,Black-and-Blue-Cobbler-1207147
american,baking,Afternoon Tea|Desserts,0.32449,0.11974,Black Bottom Cheesecake Cups,Black-Bottom-Cheesecake-Cups-Food_com-190109
american,baking,Desserts,0.2132,0.27246,Blackberry Apple Pie,Blackberry-Apple-Pie-TasteOfHome
american,baking,Desserts,0.24028,0.24791,Blackberry Peach Cobbler,Blackberry-Peach-Cobbler-Epicurious
american,baking,Afternoon Tea|Desserts,0.2451,0.24765,Blackberry-Lemon Bars,Blackberry_lemon-Bars-My-Recipes
american,baking,Side Dishes,0.058269,-0.2857,Blue Cheese Cornbread Dressing/ Stuffing,Blue-Cheese-Cornbread-Dressing_-Stuffing-Food_com-152096
american,baking,Desserts,0.26892,-0.21453,Blue Cheese-Walnut Wafers,Blue-Cheese_walnut-Wafers-My-Recipes
american,baking,Breads|Breakfast and Brunch,0.3841,-0.15536,Blueberry Biscuits,Blueberry-Biscuits-My-Recipes
american,baking,Afternoon Tea|Breads,0.34803,0.099267,Blueberry-Lemon Muffins,Blueberry-Lemon-Muffins-1202353
american,baking,Breads|Breakfast and Brunch,0.31545,0.050955,Blueberry Power Muffins With Almond Streusel,Blueberry-Power-Muffins-With-Almond-Streusel-Food_com-122188
american,baking,Breads|Breakfast and Brunch|Desserts,0.35338,0.012774,Blueberry-Almond Coffeecake,Blueberry_almond-Coffeecake-My-Recipes
american,baking,Breads|Breakfast and Brunch,0.32841,0.072824,Blueberry-Streusel Muffins,Blueberry_streusel-Muffins-My-Recipes_1
american,baking,Side Dishes,0.1064,-0.13849,Boston Baked Beans,Boston-Baked-Beans-Recipezaar_15
american,baking,Desserts,0.41795,-0.044364,Bourbon Fudge Brownies,Bourbon-Fudge-Brownies-My-Recipes
american,baking,Side Dishes,0.13773,0.25319,Bourbon-Sweet Potato Stacks,Bourbon_sweet-Potato-Stacks-My-Recipes
american,baking,Breads,0.35435,0.18692,Bread of the Dead,Bread-Of-The-Dead-My-Recipes
american,baking,Breakfast and Brunch,0.1384,-0.21321,Brie-and-Sausage Breakfast Casserole,Brie-and-Sausage-Breakfast-Casserole-1440882
american,baking,Side Dishes,-0.054679,0.095912,Broccoli and Cheese Stuffed Potatoes,Broccoli-And-Cheese-Stuffed-Potatoes-Recipezaar
american,baking,Side Dishes,-0.065407,-0.22703,Brown Sugar Baked Beans,Brown-Sugar-Baked-Beans-Recipezaar_1
american,baking,Desserts,0.31937,0.12277,Brownie Cheesecake,Brownie-Cheesecake-Recipezaar_3
american,baking,Desserts,0.35057,0.0084812,Bunny,Bunny-1368775
american,baking,Breads,0.27868,-0.11871,Buttermilk Biscuits,Buttermilk-Biscuits-My-Recipes_2
american,baking,Desserts,0.35912,0.18544,Buttermilk Peach Pudding,Buttermilk-Peach-Pudding-MyRecipes-241997
american,baking,Lunch,0.13087,0.038491,Butternut Squash Empanadas,Butternut-Squash-Empanadas-My-Recipes
american,baking,Breads,0.18487,-0.24872,Cajun Bread Knots,Cajun-Bread-Knots-My-Recipes
american,baking,Main Dishes,-0.18945,-0.017381,Cajun Shrimp Casserole,Cajun-Shrimp-Casserole-1076682
american,baking,Side Dishes,0.0037341,0.10916,California Baked Potatoes,California-Baked-Potatoes-Recipezaar
american,baking,Soups,0.068204,0.21052,Canadian Cheese Soup with Pumpernickel Croutons,Canadian-Cheese-Soup-With-Pumpernickel-Croutons-My-Recipes
american,baking,Desserts,0.37254,-0.13399,Cappuccino Cheesecake With Fudge Sauce,Cappuccino-Cheesecake-With-Fudge-Sauce-Recipezaar
american,baking,Desserts,0.33962,0.14734,Caramel-Cloaked Chocolate Hazelnut Torte,Caramel-Cloaked-Chocolate-Hazelnut-Torte-Food_com-132237
american,baking,Side Dishes|Main Dishes,0.20718,-0.22901,Caramelized Onion Macaroni and Cheese,Caramelized-Onion-Macaroni-And-Cheese-My-Recipes
american,baking,Main Dishes,0.0087621,-0.12836,Carol Fay's Famous Meatloaf,Carol-Fay_s-Famous-Meatloaf-Food_com-162671
american,baking,Desserts,0.21352,0.20603,Carrot Cake With Cream Cheese Icing,Carrot-Cake-With-Cream-Cheese-Icing-Food_com-108527
american,baking,Afternoon Tea|Desserts,0.35413,-0.21181,Cashew Stars,Cashew-Stars-My-Recipes
american,baking,Side Dishes,-0.1623,-0.096712,Cauliflower Cheddar Gratin with Horseradish Crumbs,Cauliflower-Cheddar-Gratin-With-Horseradish-Crumbs-Epicurious
american,baking,Appetizers,0.20356,-0.27916,Cheddar-Pecan Shortbread Leaves,Cheddar-Pecan-Shortbread-Leaves-MyRecipes-240987
american,baking,Main Dishes|Breakfast and Brunch,0.19051,0.020374,Cheese Grits with Chicken Sausage and Shiitake Mushrooms,Cheese-Grits-with-Chicken-Sausage-and-Shiitake-Mushrooms-1440977
american,baking,Side Dishes,0.056124,-0.21263,Cheesy Hash Brown Casserole,Cheesy-Hash-Brown-Casserole-My-Recipes
american,baking,Desserts,0.25103,0.2477,Cherry Blueberry Pie,Cherry-Blueberry-Pie-Food_com-163358
american,baking,Side Dishes,0.041251,-0.096538,Chestnut-and-Sausage Stuffing,Chestnut-and-Sausage-Stuffing-1449577
american,baking,Main Dishes,0.047955,-0.013742,Chicken and Artichokes,Chicken-And-Artichokes-My-Recipes
american,baking,Main Dishes,0.18544,-0.22004,Chicken-Chile Cobbler With Smoked Sausage and Black-Eyed Peas,Chicken-Chile-Cobbler-With-Smoked-Sausage-and-Black-Eyed-Peas-Food_com-116161
american,baking,Main Dishes,0.082007,0.14451,Chicken Pot Pie,Chicken-Pot-Pie-1084912
american,baking,Salads,0.014824,0.1659,Chicken-Spinach-Strawberry Salad,Chicken_spinach_strawberry-Salad-My-Recipes
american,baking,Breads,-0.047258,-0.21342,Chili Corn Bread,Chili-Corn-Bread-My-Recipes
american,baking,Desserts,0.35124,0.1216,Chocolate-Caramel Trifle with Raspberries,Chocolate-Caramel-Trifle-with-Raspberries-1076675
american,baking,Desserts,0.41398,-0.011101,Chocolate Chip Cookies,Chocolate-Chip-Cookies-My-Recipes_2
american,baking,Desserts,0.33159,0.010029,Chocolate Fire Cake,Chocolate-Fire-Cake-Food_com-75383
american,baking,Desserts,0.26304,0.21218,Chocolate Key Lime Cupcake Pies,Chocolate-Key-Lime-Cupcake-Pies-Food_com-75124
american,baking,Desserts,0.35909,0.11177,Chocolate Pumpkin Roll Cake,Chocolate-Pumpkin-Roll-Cake-Food_com-61733
american,baking,Desserts,0.28951,0.24028,Chocolate Spiderweb Cookies,Chocolate-Spiderweb-Cookies-My-Recipes
american,baking,Desserts,0.39105,0.10256,Chocolate-Caramel Sheet Cake,Chocolate_caramel-Sheet-Cake-My-Recipes
american,baking,Desserts,0.30672,0.24189,Chocolate-Mint Cookies,Chocolate_mint-Cookies-My-Recipes
american,baking,Side Dishes,-0.11251,-0.21147,Chorizo Apple Stuffing,Chorizo-Apple-Stuffing-1440917
american,baking,Desserts,0.36488,0.11091,Chunky Apple Cake with Cream Cheese Frosting,Chunky-Apple-Cake-With-Cream-Cheese-Frosting-My-Recipes
american,baking,Main Dishes,0.23676,0.20147,Cider Pork Chops,Cider-Pork-Chops-MyRecipes-270079
american,baking,Breads|Breakfast and Brunch,0.35536,0.11803,Cinnamon Breakfast Rolls,Cinnamon-Breakfast-Rolls-MyRecipes-210224
american,baking,Breads|Breakfast and Brunch,0.36175,0.0093351,Cinnamon Streusel Buttermilk Coffee Cake,Cinnamon-Streusel-Buttermilk-Coffee-Cake-My-Recipes
american,baking,Breads,0.30314,-0.16825,Cinnamon-Pecan Coffee Cake,Cinnamon_pecan-Coffee-Cake-My-Recipes
american,baking,Main Dishes,-0.16954,0.081597,Clam Chowder-Spinach Pot Pie (6 Ww Pts),Clam-Chowder-Spinach-Pot-Pie-_6-Ww-Pts_-Food_com-74958
american,baking,Desserts,0.17658,0.2415,Classic Strawberry Shortcake,Classic-Strawberry-Shortcake-My-Recipes
american,baking,Desserts,0.21986,0.23785,Coconut Coffee Marbled Ice Cream Cake,Coconut-Coffee-Marbled-Ice-Cream-Cake-Epicurious-52731
american,baking,Desserts,0.40176,-0.0094302,Coconut Macadamia Cookies,Coconut-Macadamia-Cookies-Recipezaar
american,baking,Breads,0.34279,0.052086,Coffee Lovers' Coffee Cake,Coffee-Lovers_-Coffee-Cake-1075576
american,baking,Breads,0.23316,-0.1525,Corn and Zucchini Muffins,Corn-and-Zucchini-Muffins-MyRecipes-211402
american,baking,Breads,0.19872,-0.18012,Cornbread Bites,Cornbread-Bites-Recipezaar_1
american,baking,Breads,-0.075542,-0.21131,Cornbread Muffin Trees,Cornbread-Muffin-Trees-My-Recipes
american,baking,Main Dishes,0.12515,-0.14809,Cornbread-and-Crab-Stuffed Fish,Cornbread_and_crab_stuffed-Fish-My-Recipes
american,baking,Afternoon Tea|Desserts,0.12763,0.24626,Cornmeal Pi?on Shortcakes with Berries and Lime Cream,Cornmeal-Pinon-Shortcakes-with-Berries-and-Lime-Cream-548154
american,baking,Main Dishes,-0.0052181,0.030495,Country Ham Gratin,Country-Ham-Gratin-My-Recipes
american,baking,Main Dishes,-0.024927,-0.31322,Crab Casserole,Crab-Casserole-Food_com-69085
american,baking,Main Dishes,0.10884,-0.27793,Crabmeat-Parmesan Quiche,Crabmeat_parmesan-Quiche-My-Recipes
american,baking,Desserts,0.25743,0.1537,Cranberry Apple Pie With Caramelized Walnuts,Cranberry-Apple-Pie-With-Caramelized-Walnuts-Food_com-61656
american,baking,Desserts,0.24771,0.25734,Cranberry Meringue Pie,Cranberry-Meringue-Pie-MyRecipes-208187
american,baking,Desserts,0.32194,0.22811,Cranberry Pear Cobbler,Cranberry-Pear-Cobbler-Recipezaar
american,baking,Afternoon Tea|Breads|Breakfast and Brunch,0.25857,0.14718,Cranberry Upside-Down Coffee Cake,Cranberry-Upside-Down-Coffee-Cake-1449585
american,baking,Desserts,0.28304,0.22754,Cranberry-Apple Cobbler with Cinnamon Biscuits,Cranberry_apple-Cobbler-With-Cinnamon-Biscuits-My-Recipes
american,baking,Desserts,0.15759,0.27037,Cranberry-Pear Crisp,Cranberry_pear-Crisp-My-Recipes_1
american,baking,Desserts,0.29841,0.16843,Cran-Blueberry Cobbler,Cran_blueberry-Cobbler-My-Recipes
american,baking,Appetizers,-0.10888,-0.16123,Crawfish Stuffed Mushrooms,Crawfish-Stuffed-Mushrooms-Recipezaar
american,baking,Breads,0.38747,0.1,Cream Cheese-Banana-Nut Bread,Cream-Cheese-Banana-Nut-Bread-Food_com-168161
american,baking,Breads,0.3317,0.19224,Cream Cheese Rolls,Cream-Cheese-Rolls-Food_com-164898
american,baking,Side Dishes,-0.12913,0.064203,Creamy Cheese-and-Chive Potatoes,Creamy-Cheese_and_chive-Potatoes-My-Recipes
american,baking,Desserts,0.30786,0.22879,Creamy Coco-Nana Pie,Creamy-Coco_nana-Pie-My-Recipes
american,baking,Main Dishes,0.1334,-0.12138,Creamy Shrimp And Scallop Casserole,Creamy-Shrimp-And-Scallop-Casserole-Recipezaar
american,baking,Desserts,0.25486,0.2577,Creole Banana Bread Puddings with Caramel Sauce,Creole-Banana-Bread-Puddings-With-Caramel-Sauce-My-Recipes
american,baking,Desserts,0.33356,0.20793,Crispy Almond Poppy's,Crispy-Almond-Poppy_s-Recipezaar
american,baking,Desserts,0.35074,0.021406,Crumb Crust,Crumb-Crust-Epicurious_1
american,baking,Side Dishes,-0.017534,-0.17696,Curried Cauliflower Bake,Curried-Cauliflower-Bake-My-Recipes
american,baking,Breads,0.3878,0.10271,Date Bread,Date-Bread-My-Recipes
american,baking,Main Dishes,-0.17389,-0.084255,Day-After-the-Holiday Casserole,Day_after_the_holiday-Casserole-My-Recipes
american,baking,Lunch|Main Dishes,0.12745,-0.29586,Deluxe Macaroni and Cheese My Way,Deluxe-Macaroni-And-Cheese-My-Way-Recipezaar
american,baking,Breads,0.27905,-0.14573,Dog Biscuits,Dog-Biscuits-Epicurious
american,baking,Desserts,0.24773,0.11277,Double Chocolate-Orange Cupcakes W/ Orange Buttercream Frosting,Double-Chocolate-Orange-Cupcakes-W_-Orange-Buttercream-Frosting-Food_com-134960
american,baking,Desserts,0.3356,0.23654,Double-Banana Pound Cake,Double_banana-Pound-Cake-Recipezaar
american,baking,Desserts,0.23981,0.26802,Double-Lemon Raspberry Cheesecake,Double_lemon-Raspberry-Cheesecake-My-Recipes
american,baking,Main Dishes,0.086001,0.25676,Duck a La Framboise,Duck-a-La-Framboise-Food_com-145023
american,baking,Snacks|Lunch|Desserts,0.35028,-0.15096,Easy Caramel Corn,Easy-Caramel-Corn-Recipezaar
american,baking,Desserts,0.17552,0.2846,Easy Rhubarb Compote,Easy-Rhubarb-Compote-My-Recipes
american,baking,Desserts,0.30694,0.13697,Elegant Pumpkin-Walnut Layered Pie,Elegant-Pumpkin-Walnut-Layered-Pie-1075262
american,baking,Side Dishes,0.019633,0.10447,Escalloped Potatoes,Escalloped-Potatoes-My-Recipes
american,baking,Condiments and Sauces,0.13194,0.26289,Fall Fruit Chutney,Fall-Fruit-Chutney-My-Recipes
american,baking,Appetizers,-0.19902,-0.22611,Fiesta Dip,Fiesta-Dip-My-Recipes_1
american,baking,Main Dishes,-0.18334,0.1528,Fish Tacos with Tomatillo Salsa,Fish-Tacos-with-Tomatillo-Salsa-MyRecipes-268880
american,baking,Side Dishes,0.038436,0.047843,Florentine Potato Gratin,Florentine-Potato-Gratin-My-Recipes
american,baking,Desserts,0.31367,0.10503,Fresh Apple Cake,Fresh-Apple-Cake-1070098
american,baking,Main Dishes,0.10604,-0.016218,Fresh Herb-Coated Beef Tenderloin Steaks With Mushroom Gravy,Fresh-Herb-Coated-Beef-Tenderloin-Steaks-With-Mushroom-Gravy-Food_com-60524
american,baking,Side Dishes,0.04051,-0.19402,Fried Pecan Okra,Fried-Pecan-Okra-My-Recipes
american,baking,Desserts,0.34321,0.001715,Frosted Sugar Cookies,Frosted-Sugar-Cookies-MyRecipes-205880
american,baking,Desserts,0.047196,0.26615,Fruit Crisp,Fruit-Crisp-My-Recipes
american,baking,Desserts,0.2657,-0.018459,Fruit-and-Oat Jumbles,Fruit_and_oat-Jumbles-My-Recipes
american,baking,Desserts,0.29096,0.23269,Fudge-Banana Pudding,Fudge_banana-Pudding-My-Recipes
american,baking,Salads,0.092915,-0.034893,Garden Herb Salad With Roasted Shallot Vinaigrette,Garden-Herb-Salad-With-Roasted-Shallot-Vinaigrette-Recipezaar
american,baking,Side Dishes,-0.0092008,-0.020607,Garlic-Scallion Potato Cakes,Garlic_scallion-Potato-Cakes-My-Recipes
american,baking,Desserts,0.29191,0.19368,Ginger Cake,Ginger-Cake-Epicurious
american,baking,Desserts,0.36453,0.048959,Gingerbread Boys,Gingerbread-Boys-My-Recipes
american,baking,Side Dishes,-0.067756,0.19974,Gingered Acorn Squash with Spiced Cranberry Sauce,Gingered-Acorn-Squash-With-Spiced-Cranberry-Sauce-My-Recipes
american,baking,Desserts,0.31945,0.18365,Gingersnap Spritz Straws,Gingersnap-Spritz-Straws-My-Recipes
american,baking,Main Dishes,0.032579,0.091365,Gin-Marinated Pheasant,Gin_marinated-Pheasant-My-Recipes
american,baking,Afternoon Tea|Desserts,0.34799,0.15536,Glazed Oatmeal Craisin Cookies,Glazed-Oatmeal-Craisin-Cookies-Food_com-155868
american,baking,Lunch|Salads,0.095688,-0.20945,Goat Cheese and Greens,Goat-Cheese-And-Greens-My-Recipes
american,baking,Main Dishes,0.044531,0.21619,Golden Lasagna,Golden-Lasagna-My-Recipes
american,baking,Main Dishes,-0.037382,-0.29499,Gonzales Meat Loaf,Gonzales-Meat-Loaf-My-Recipes
american,baking,Breakfast and Brunch|Desserts,0.21299,0.24811,Granola-Ginger Baked Pears,Granola_ginger-Baked-Pears-My-Recipes
american,baking,Main Dishes,-0.25761,0.14138,Green Chili Sole Casserole,Green-Chili-Sole-Casserole-My-Recipes
american,baking,Main Dishes,0.11503,0.25685,Grilled Chicken With Bourbon Peach Butter,Grilled-Chicken-With-Bourbon-Peach-Butter-Food_com-133574
american,baking,Desserts,0.2825,0.24769,Guava Swirled Cheesecake,Guava-Swirled-Cheesecake-Recipezaar
american,baking,Main Dishes,0.10986,-0.24106,Ham Corn and Cheese Souffl¨¦,Ham_-Corn_-and-Cheese-Souffle-480353
american,baking,Breads,0.34484,-0.045583,Hawaiian Banana Bread,Hawaiian-Banana-Bread-Recipezaar_2
american,baking,Main Dishes,-0.024552,-0.069205,Hawaiian Stuffed Chicken Breasts,Hawaiian-Stuffed-Chicken-Breasts-My-Recipes
american,baking,Main Dishes,-0.16313,-0.28973,Healthy Chicken Enchiladas,Healthy-Chicken-Enchiladas-My-Recipes
american,baking,Main Dishes,-0.029239,-0.10783,Herbed Beef Roast With Tomato Gravy,Herbed-Beef-Roast-With-Tomato-Gravy-Food_com-166347
american,baking,Main Dishes,-0.044907,0.17337,Herbed Meat Loaf with Sun-Dried Tomato Gravy,Herbed-Meat-Loaf-With-Sun_dried-Tomato-Gravy-My-Recipes
american,baking,Main Dishes,-0.04644,-0.31503,Herb-Roasted Pork Tenderloin,Herb_roasted-Pork-Tenderloin-My-Recipes
american,baking,Desserts,0.30931,0.1772,Holiday Mincemeat Cheesecake,Holiday-Mincemeat-Cheesecake-My-Recipes
american,baking,Desserts,0.23422,0.26941,Honey Caramel Peach Pie,Honey-Caramel-Peach-Pie-Epicurious-54347
american,baking,Main Dishes,0.10542,0.096518,Honey-Pecan Crusted Chicken,Honey_pecan-Crusted-Chicken-My-Recipes
american,baking,Afternoon Tea|Breads|Breakfast and Brunch,0.32099,0.20341,Hot Cross Buns,Hot-Cross-Buns-MyRecipes-231797
american,baking,Side Dishes,0.0014885,0.065486,Hot Pecan Peas,Hot-Pecan-Peas-My-Recipes
american,baking,Desserts,0.17738,0.27301,Island Rhubarb Crisp,Island-Rhubarb-Crisp-MyRecipes-215510
american,baking,Breads,0.03684,-0.04895,Jalape?o and Corn Cornbread,Jalapeno-and-Corn-Cornbread-548406
american,baking,Desserts,0.26124,0.25615,Juicy Apple Cider Pie,Juicy-Apple-Cider-Pie-Food_com-162935
american,baking,Desserts,0.12398,0.16775,Kentucky Mincemeat Pie,Kentucky-Mincemeat-Pie-Recipezaar
american,baking,Desserts,0.24885,0.2167,Key Lime Pie,Key-Lime-Pie-My-Recipes
american,baking,Side Dishes,-0.039521,-0.14429,K.C. Baked Beans,K_c_-Baked-Beans-My-Recipes
american,baking,Desserts,0.16029,0.26425,Lavender Berry Crisp,Lavender-Berry-Crisp-My-Recipes
american,baking,Main Dishes,-0.042263,0.21013,Lemon And Lime Citrus Wild Pacific Salmon,Lemon-And-Lime-Citrus-Wild-Pacific-Salmon-1022583
american,baking,Desserts,0.16934,0.2667,Lemon Buttermilk Tart - Bayona Restaurant New Orleans La,Lemon-Buttermilk-Tart---Bayona-Restaurant_-New-Orleans_-La-Food_com-103637
american,baking,Afternoon Tea|Desserts,0.39143,0.067985,Lemon Coconut Cake with Whipped Cream Frosting,Lemon-Coconut-Cake-with-Whipped-Cream-Frosting-MyRecipes-244851
american,baking,Desserts,0.36566,0.067349,Lemon Icebox Cookies,Lemon-Icebox-Cookies-Food_com-123778
american,baking,Desserts,0.19601,0.20815,Lemon Pound Cake With Mint Berries and Cream,Lemon-Pound-Cake-With-Mint-Berries-and-Cream-Food_com-137824
american,baking,Desserts,0.32614,0.22254,Lemony Buttermilk Pie,Lemony-Buttermilk-Pie-Food_com-171758
american,baking,Side Dishes,-0.0064409,0.2015,Lemon-Buttered New Potatoes,Lemon_buttered-New-Potatoes-My-Recipes
american,baking,Lunch|Salads,0.05112,-0.15351,Lemon-Tarragon Chicken Salad,Lemon_tarragon-Chicken-Salad-My-Recipes
american,baking,Desserts,0.23055,0.094128,Lime-Goat Cheese Cheesecakes,Lime_goat-Cheese-Cheesecakes-My-Recipes
american,baking,Breads,0.33315,0.18399,Low Fat Blueberry Coffee Cake,Low-Fat-Blueberry-Coffee-Cake-Recipezaar
american,baking,Afternoon Tea|Desserts,0.3527,0.14804,Luscious Lemonade Layer Cake,Luscious-Lemonade-Layer-Cake-Food_com-125758
american,baking,Side Dishes,0.017883,-0.18546,Macaroni and Cheese with Garlic Bread Crumbs Plain and Chipotle,Macaroni-and-Cheese-with-Garlic-Bread-Crumbs_-Plain-and-Chipotle-1056285
american,baking,Desserts,0.2485,0.099093,Mama's Pumpkin Pie,Mama_s-Pumpkin-Pie-My-Recipes
american,baking,Breads,0.35885,-0.13965,Maple and Walnut Quick Bread,Maple-And-Walnut-Quick-Bread-Recipezaar
american,baking,Breads,0.25787,0.066799,Maple Cornbread With Pecans and Vanilla Currants,Maple-Cornbread-With-Pecans-And-Vanilla-Currants-Recipezaar
american,baking,Breads,0.34364,-0.18205,Maple Leaf Biscuits,Maple-Leaf-Biscuits-TasteOfHome_1
american,baking,Desserts,0.34015,0.20615,Maple Pudding Cake,Maple-Pudding-Cake-Epicurious
american,baking,Afternoon Tea|Desserts,0.32411,0.13651,Maple-Walnut Spice Cookies,Maple-Walnut-Spice-Cookies-1086628
american,baking,Desserts,0.29046,-0.20253,Maple-Pecan Cheesecake,Maple_pecan-Cheesecake-My-Recipes
american,baking,Desserts,0.24109,0.1983,Marbled Pumpkin Cheesecake,Marbled-Pumpkin-Cheesecake-My-Recipes
american,baking,Desserts,0.32327,0.078635,Mascarpone Cheesecake,Mascarpone-Cheesecake-Food_com-114975
american,baking,Main Dishes,0.041204,0.13439,Mashed Potato-Stuffed Flank Steak,Mashed-Potato_stuffed-Flank-Steak-My-Recipes
american,baking,Main Dishes,-0.066529,-0.23845,Meat Loaves with Spaghetti Sauce,Meat-Loaves-With-Spaghetti-Sauce-My-Recipes
american,baking,Main Dishes,-0.097756,-0.20419,Meatloaf With Barbecue Glaze,Meatloaf-With-Barbecue-Glaze-792656
american,baking,Breakfast and Brunch,-0.15645,-0.21341,Mexican Cheese Grits,Mexican-Cheese-Grits-My-Recipes
american,baking,Lunch|Main Dishes,0.039253,-0.26732,Mini-Cheeseburgers,Mini-Cheeseburgers-1112274
american,baking,Afternoon Tea|Desserts,0.26584,-0.09188,Mini Pumpkin-Molasses Cakes,Mini-Pumpkin-Molasses-Cakes-Food_com-117316
american,baking,Desserts,0.32106,0.015774,Mint-Chocolate Drops,Mint_chocolate-Drops-My-Recipes
american,baking,Desserts,0.35582,-0.0055662,Mississippi Mud Cookies,Mississippi-Mud-Cookies-Recipezaar
american,baking,Desserts,0.32581,0.1546,Mocha Cheesecake,Mocha-Cheesecake-My-Recipes
american,baking,Desserts,0.36613,-0.17415,Molasses Crunch Cookies,Molasses-Crunch-Cookies-My-Recipes
american,baking,Desserts,0.3533,0.20609,Molten Chocolate-Caramel Cake,Molten-Chocolate_caramel-Cake-My-Recipes
